simulation_id,generation,clone,clone_size,clone_fraction,average_fitness,average_age,average_passenger_mutations,driver_mutation_count,aggressiveness_score,aggressive
5,96,TP53|KRAS|EGFR|APC|PTEN,218,0.000218,10.2715,97,5.0,5,6.37222,1
5,96,TP53|KRAS|EGFR|BRCA1,19,1.9e-05,7.18543,97,4.0,4,4.63345,1
5,96,TP53|KRAS|EGFR|BRCA1|APC,2,2e-06,9.48477,97,5.0,5,6.01815,1
5,96,TP53|KRAS|EGFR|BRCA2|APC,41,4.1e-05,9.48477,97,5.0,5,6.01816,1
5,96,TP53|KRAS|EGFR|PIK3CA,61,6.1e-05,7.74161,97,4.0,4,4.88374,1
5,96,TP53|KRAS|EGFR|PTEN,21,2.1e-05,7.78144,97,4.0,4,4.90165,1
5,97,TP53|KRAS|EGFR,8630,0.00863,6.21559,98,3.00881,3,3.84962,0
5,97,TP53|KRAS|EGFR|APC,990697,0.990697,8.20459,98,4.00949,4,5.29115,1
5,97,TP53|KRAS|EGFR|APC|PIK3CA,253,0.000253,10.2152,98,5.0,5,6.3469,1
5,97,TP53|KRAS|EGFR|APC|PTEN,271,0.000271,10.2679,98,5.0,5,6.3706,1
5,97,TP53|KRAS|EGFR|BRCA1,14,1.4e-05,7.18275,98,4.0,4,4.63224,1
5,97,TP53|KRAS|EGFR|BRCA1|APC,3,3e-06,9.48123,98,5.0,5,6.01655,1
5,97,TP53|KRAS|EGFR|BRCA2|APC,50,5e-05,9.48123,98,5.0,5,6.01656,1
5,97,TP53|KRAS|EGFR|PIK3CA,55,5.5e-05,7.7388,98,4.0,4,4.88247,1
5,97,TP53|KRAS|EGFR|PTEN,27,2.7e-05,7.7787,98,4.0,4,4.90042,1
5,98,TP53|KRAS|EGFR,6653,0.006653,6.21327,99,3.00812,3,3.84811,0
5,98,TP53|KRAS|EGFR|APC,992530,0.99253,8.20152,99,4.00975,4,5.29016,1
5,98,TP53|KRAS|EGFR|APC|PIK3CA,307,0.000307,10.2115,99,5.0,5,6.34523,1
5,98,TP53|KRAS|EGFR|APC|PTEN,342,0.000342,10.2643,99,5.00292,5,6.36929,1
5,98,TP53|KRAS|EGFR|BRCA1,8,8e-06,7.18007,99,4.0,4,4.63103,1
5,98,TP53|KRAS|EGFR|BRCA1|APC,8,8e-06,9.47769,99,5.0,5,6.01496,1
5,98,TP53|KRAS|EGFR|BRCA2|APC,68,6.8e-05,9.47769,99,5.0,5,6.01497,1
5,98,TP53|KRAS|EGFR|PIK3CA,52,5.2e-05,7.73598,99,4.0,4,4.8812,1
5,98,TP53|KRAS|EGFR|PTEN,32,3.2e-05,7.77597,99,4.0,4,4.89919,1
5,99,TP53|KRAS|EGFR,5034,0.005034,6.21095,100,3.00397,3,3.84633,0
5,99,TP53|KRAS|EGFR|APC,993935,0.993935,8.19846,100,4.01002,4,5.28909,1
5,99,TP53|KRAS|EGFR|APC|PIK3CA,399,0.000399,10.2078,100,5.0,5,6.34358,1
5,99,TP53|KRAS|EGFR|APC|PTEN,443,0.000443,10.2607,100,5.00677,5,6.36807,1
5,99,TP53|KRAS|EGFR|BRCA1,7,7e-06,7.17738,100,4.0,4,4.62982,1
5,99,TP53|KRAS|EGFR|BRCA1|APC,13,1.3e-05,9.47415,100,5.0,5,6.01337,1
5,99,TP53|KRAS|EGFR|BRCA2|APC,88,8.8e-05,9.47415,100,5.0,5,6.01338,1
5,99,TP53|KRAS|EGFR|PIK3CA,47,4.7e-05,7.73317,100,4.0,4,4.87993,1
5,99,TP53|KRAS|EGFR|PTEN,34,3.4e-05,7.77323,100,4.0,4,4.89796,1
6,0,EGFR,2,2e-06,1.62256,1,1.0,1,1.08015,0
6,0,Healthy,999994,0.999994,1.29805,1,0.000107001,0,0.784133,0
6,0,KRAS,1,1e-06,1.75237,1,1.0,1,1.13857,0
6,0,PIK3CA,1,1e-06,1.71358,1,1.0,1,1.12111,0
6,0,PTEN,1,1e-06,1.7169,1,1.0,1,1.1226,0
6,0,TP53,1,1e-06,1.94076,1,1.0,1,1.22334,0
6,1,APC,1,1e-06,1.55533,2,1.0,1,1.0499,0
6,1,BRCA2,1,1e-06,1.48653,2,1.0,1,1.01894,0
6,1,Healthy,999989,0.999989,1.29611,2,0.000207002,0,0.783266,0
6,1,KRAS,1,1e-06,1.74974,2,1.0,1,1.13738,0
6,1,PIK3CA,2,2e-06,1.71117,2,1.0,1,1.12003,0
6,1,PTEN,2,2e-06,1.71455,2,1.0,1,1.12155,0
6,1,TP53,4,4e-06,1.93997,2,1.0,1,1.22299,0
6,2,APC,2,2e-06,1.55299,3,1.0,1,1.04885,0
6,2,BRCA2,1,1e-06,1.4843,3,1.0,1,1.01794,0
6,2,EGFR,1,1e-06,1.6177,3,1.0,1,1.07797,0
6,2,Healthy,999973,0.999973,1.29416,3,0.000322009,0,0.782399,0
6,2,KRAS,2,2e-06,1.74712,3,1.0,1,1.1362,0
6,2,PIK3CA,6,6e-06,1.70876,3,1.0,1,1.11894,0
6,2,PTEN,5,5e-06,1.7122,3,1.0,1,1.12049,0
6,2,TP53,10,1e-05,1.93918,3,1.0,1,1.22263,0
6,3,APC,1,1e-06,1.55066,4,1.0,1,1.0478,0
6,3,BRCA2,2,2e-06,1.48208,4,1.0,1,1.01694,0
6,3,EGFR,4,4e-06,1.61528,4,1.0,1,1.07687,0
6,3,Healthy,999960,0.99996,1.29222,4,0.000452018,0,0.781536,0
6,3,KRAS,4,4e-06,1.7445,4,1.0,1,1.13503,0
6,3,PIK3CA,13,1.3e-05,1.70635,4,1.0,1,1.11786,0
6,3,PTEN,5,5e-06,1.70986,4,1.0,1,1.11944,0
6,3,TP53,11,1.1e-05,1.93839,4,1.0,1,1.22228,0
6,4,APC,2,2e-06,1.54834,5,1.0,1,1.04675,0
6,4,BRCA2,6,6e-06,1.47985,5,1.0,1,1.01594,0
6,4,EGFR,7,7e-06,1.61285,5,1.0,1,1.07579,0
6,4,Healthy,999940,0.99994,1.29028,5,0.000540032,0,0.780669,0
6,4,KRAS,2,2e-06,1.74188,5,1.0,1,1.13385,0
6,4,PIK3CA,21,2.1e-05,1.70395,5,1.0,1,1.11678,0
6,4,PTEN,7,7e-06,1.70751,5,1.0,1,1.11838,0
6,4,TP53,15,1.5e-05,1.9376,5,1.0,1,1.22192,0
6,5,APC,4,4e-06,1.54602,6,1.0,1,1.04571,0
6,5,BRCA2,11,1.1e-05,1.47763,6,1.0,1,1.01494,0
6,5,EGFR,10,1e-05,1.61043,6,1.0,1,1.0747,0
6,5,Healthy,999916,0.999916,1.28835,6,0.000643054,0,0.779803,0
6,5,KRAS,5,5e-06,1.73927,6,1.0,1,1.13267,0
6,5,PIK3CA,22,2.2e-05,1.70155,6,1.0,1,1.1157,0
6,5,PTEN,6,6e-06,1.70518,6,1.0,1,1.11733,0
6,5,TP53,26,2.6e-05,1.93681,6,1.0,1,1.22157,0
6,6,APC,7,7e-06,1.5437,7,1.0,1,1.04466,0
6,6,BRCA1,1,1e-06,1.47542,7,1.0,1,1.01394,0
6,6,BRCA2,10,1e-05,1.47542,7,1.0,1,1.01394,0
6,6,EGFR,11,1.1e-05,1.60802,7,1.0,1,1.07361,0
6,6,Healthy,999888,0.999888,1.28641,7,0.000763085,0,0.77894,0
6,6,KRAS,4,4e-06,1.73666,7,1.0,1,1.1315,0
6,6,PIK3CA,24,2.4e-05,1.69915,7,1.0,1,1.11462,0
6,6,PTEN,6,6e-06,1.70284,7,1.0,1,1.11628,0
6,6,TP53,49,4.9e-05,1.93602,7,1.0,1,1.22122,0
6,7,APC,7,7e-06,1.54138,8,1.0,1,1.04362,0
6,7,BRCA1,1,1e-06,1.4732,8,1.0,1,1.01294,0
6,7,BRCA2,4,4e-06,1.4732,8,1.0,1,1.01294,0
6,7,EGFR,14,1.4e-05,1.6056,8,1.0,1,1.07252,0
6,7,Healthy,999850,0.99985,1.28448,8,0.000876131,0,0.778075,0
6,7,KRAS,6,6e-06,1.73405,8,1.0,1,1.13032,0
6,7,PIK3CA,36,3.6e-05,1.69676,8,1.0,1,1.11355,0
6,7,PTEN,5,5e-06,1.70051,8,1.0,1,1.11523,0
6,7,TP53,77,7.7e-05,1.93523,8,1.0,1,1.22087,0
6,8,APC,8,8e-06,1.53907,9,1.0,1,1.04258,0
6,8,BRCA1,2,2e-06,1.47099,9,1.0,1,1.01195,0
6,8,BRCA2,1,1e-06,1.47099,9,1.0,1,1.01195,0
6,8,EGFR,18,1.8e-05,1.60319,9,1.0,1,1.07144,0
6,8,Healthy,999776,0.999776,1.28255,9,0.000943211,0,0.777199,0
6,8,KRAS,6,6e-06,1.73145,9,1.0,1,1.12915,0
6,8,PIK3CA,49,4.9e-05,1.69436,9,1.0,1,1.11247,0
6,8,PTEN,10,1e-05,1.69818,9,1.0,1,1.11418,0
6,8,TP53,130,0.00013,1.93444,9,1.0,1,1.22052,0
6,9,APC,14,1.4e-05,1.53676,10,1.0,1,1.04154,0
6,9,BRCA1,2,2e-06,1.46878,10,1.0,1,1.01095,0
6,9,BRCA2,2,2e-06,1.46878,10,1.0,1,1.01095,0
6,9,EGFR,28,2.8e-05,1.60079,10,1.0,1,1.07036,0
6,9,Healthy,999662,0.999662,1.28063,10,0.00101534,0,0.776317,0
6,9,KRAS,10,1e-05,1.72885,10,1.0,1,1.12798,0
6,9,PIK3CA,79,7.9e-05,1.69198,10,1.0,1,1.1114,0
6,9,PTEN,16,1.6e-05,1.69585,10,1.0,1,1.11314,0
6,9,TP53,187,0.000187,1.93365,10,1.0,1,1.22018,0
6,10,APC,14,1.4e-05,1.53445,11,1.0,1,1.0405,0
6,10,BRCA1,2,2e-06,1.46658,11,1.0,1,1.00996,0
6,10,BRCA2,2,2e-06,1.46658,11,1.0,1,1.00996,0
6,10,EGFR,38,3.8e-05,1.59838,11,1.0,1,1.06928,0
6,10,Healthy,999503,0.999503,1.27871,11,0.00109354,0,0.775428,0
6,10,KRAS,14,1.4e-05,1.72625,11,1.0,1,1.12682,0
6,10,PIK3CA,121,0.000121,1.68959,11,1.0,1,1.11034,0
6,10,PTEN,16,1.6e-05,1.69353,11,1.0,1,1.11209,0
6,10,TP53,290,0.00029,1.93286,11,1.0,1,1.21985,0
6,11,APC,12,1.2e-05,1.53214,12,1.0,1,1.03947,0
6,11,BRCA1,2,2e-06,1.46438,12,1.0,1,1.00897,0
6,11,EGFR,39,3.9e-05,1.59598,12,1.0,1,1.0682,0
6,11,Healthy,999276,0.999276,1.27679,12,0.00123089,0,0.774532,0
6,11,KRAS,30,3e-05,1.72366,12,1.0,1,1.12565,0
6,11,PIK3CA,163,0.000163,1.68721,12,1.0,1,1.10928,0
6,11,PTEN,25,2.5e-05,1.69121,12,1.0,1,1.11105,0
6,11,TP53,453,0.000453,1.93207,12,1.0,1,1.21952,0
6,12,APC,15,1.5e-05,1.52984,13,1.0,1,1.03843,0
6,12,BRCA1,3,3e-06,1.46218,13,1.0,1,1.00798,0
6,12,BRCA2,1,1e-06,1.46218,13,1.0,1,1.00798,0
6,12,EGFR,48,4.8e-05,1.59359,13,1.0,1,1.06712,0
6,12,Healthy,998967,0.998967,1.27487,13,0.0012633,0,0.773611,0
6,12,KRAS,50,5e-05,1.72107,13,1.0,1,1.12449,0
6,12,PIK3CA,210,0.00021,1.68483,13,1.0,1,1.10821,0
6,12,PTEN,36,3.6e-05,1.68889,13,1.0,1,1.11001,0
6,12,TP53,670,0.00067,1.93129,13,1.0,1,1.21921,0
6,13,APC,17,1.7e-05,1.52754,14,1.0,1,1.0374,0
6,13,BRCA1,3,3e-06,1.45998,14,1.0,1,1.00699,0
6,13,BRCA2,2,2e-06,1.45998,14,1.0,1,1.00699,0
6,13,EGFR,70,7e-05,1.59119,14,1.0,1,1.06605,0
6,13,Healthy,998502,0.998502,1.27295,14,0.0012689,0,0.772656,0
6,13,KRAS,66,6.6e-05,1.71849,14,1.0,1,1.12333,0
6,13,PIK3CA,294,0.000294,1.68245,14,1.0,1,1.10716,0
6,13,PTEN,44,4.4e-05,1.68658,14,1.0,1,1.10897,0
6,13,TP53,1002,0.001002,1.9305,14,1.001,1,1.21902,0
6,14,APC,16,1.6e-05,1.52525,15,1.0,1,1.03637,0
6,14,BRCA1,4,4e-06,1.45779,15,1.0,1,1.006,0
6,14,BRCA2,2,2e-06,1.45779,15,1.0,1,1.006,0
6,14,EGFR,97,9.7e-05,1.5888,15,1.0,1,1.06498,0
6,14,Healthy,997766,0.997766,1.27104,15,0.00132195,0,0.771654,0
6,14,KRAS,86,8.6e-05,1.7159,15,1.0,1,1.12217,0
6,14,PIK3CA,425,0.000425,1.68008,15,1.0,1,1.10612,0
6,14,PTEN,60,6e-05,1.68426,15,1.0,1,1.10793,0
6,14,TP53,1544,0.001544,1.92971,15,1.00065,1,1.21874,0
6,15,APC,17,1.7e-05,1.52296,16,1.0,1,1.03533,0
6,15,BRCA1,2,2e-06,1.4556,16,1.0,1,1.00502,0
6,15,BRCA2,3,3e-06,1.4556,16,1.0,1,1.00502,0
6,15,EGFR,111,0.000111,1.58641,16,1.0,1,1.06391,0
6,15,Healthy,996826,0.996826,1.26913,16,0.00142853,0,0.770617,0
6,15,KRAS,115,0.000115,1.71333,16,1.0,1,1.12102,0
6,15,PIK3CA,544,0.000544,1.67771,16,1.0,1,1.10508,0
6,15,PTEN,75,7.5e-05,1.68196,16,1.0,1,1.1069,0
6,15,TP53,2307,0.002307,1.92892,16,1.00043,1,1.21852,0
6,16,APC,35,3.5e-05,1.52067,17,1.0,1,1.03431,0
6,16,BRCA1,2,2e-06,1.45341,17,1.0,1,1.00403,0
6,16,BRCA2,3,3e-06,1.45341,17,1.0,1,1.00403,0
6,16,EGFR,150,0.00015,1.58403,17,1.0,1,1.06284,0
6,16,Healthy,995368,0.995368,1.26722,17,0.00148186,0,0.769472,0
6,16,KRAS,138,0.000138,1.71075,17,1.0,1,1.11987,0
6,16,PIK3CA,716,0.000716,1.67534,17,1.0,1,1.10405,0
6,16,PTEN,101,0.000101,1.67965,17,1.0,1,1.10586,0
6,16,TP53,3487,0.003487,1.92814,17,1.0,1,1.21836,0
6,17,APC,36,3.6e-05,1.51838,18,1.0,1,1.03328,0
6,17,BRCA1,1,1e-06,1.45122,18,1.0,1,1.00305,0
6,17,BRCA2,5,5e-06,1.45122,18,1.0,1,1.00305,0
6,17,EGFR,182,0.000182,1.58165,18,1.0,1,1.06178,0
6,17,Healthy,993108,0.993108,1.26532,18,0.0016393,0,0.768179,0
6,17,KRAS,201,0.000201,1.70818,18,1.0,1,1.11872,0
6,17,PIK3CA,968,0.000968,1.67298,18,1.0,1,1.10303,0
6,17,PTEN,150,0.00015,1.67735,18,1.0,1,1.10484,0
6,17,TP53,5349,0.005349,1.92735,18,1.0,1,1.21838,0
6,18,APC,42,4.2e-05,1.5161,19,1.02381,1,1.03463,0
6,18,BRCA2,5,5e-06,1.44904,19,1.0,1,1.00207,0
6,18,EGFR,231,0.000231,1.57927,19,1.0,1,1.06072,0
6,18,Healthy,989826,0.989826,1.26342,19,0.0017205,0,0.766674,0
6,18,KRAS,273,0.000273,1.70561,19,1.0,1,1.11758,0
6,18,PIK3CA,1261,0.001261,1.67062,19,1.0,1,1.10203,0
6,18,PTEN,215,0.000215,1.67505,19,1.0,1,1.10381,0
6,18,TP53,8147,0.008147,1.92656,19,1.00012,1,1.2186,0
6,19,APC,49,4.9e-05,1.51382,20,1.04082,1,1.03531,0
6,19,BRCA1,1,1e-06,1.44686,20,1.0,1,1.00109,0
6,19,BRCA2,6,6e-06,1.44686,20,1.0,1,1.00109,0
6,19,EGFR,298,0.000298,1.57689,20,1.0,1,1.05966,0
6,19,Healthy,985177,0.985177,1.26152,20,0.0018149,0,0.764899,0
6,19,KRAS,377,0.000377,1.70305,20,1.0,1,1.11645,0
6,19,PIK3CA,1593,0.001593,1.66826,20,1.00063,1,1.1011,0
6,19,PTEN,274,0.000274,1.67275,20,1.0,1,1.10279,0
6,19,TP53,12225,0.012225,1.92578,20,1.00016,1,1.21906,0
6,20,APC,63,6.3e-05,1.51154,21,1.04762,1,1.03497,0
6,20,BRCA1,2,2e-06,1.44469,21,1.0,1,1.00011,0
6,20,BRCA2,8,8e-06,1.44469,21,1.0,1,1.00011,0
6,20,EGFR,358,0.000358,1.57452,21,1.0,1,1.05861,0
6,20,Healthy,977950,0.97795,1.25962,21,0.00193466,0,0.762612,0
6,20,KRAS,518,0.000518,1.70048,21,1.0,1,1.11532,0
6,20,PIK3CA,2137,0.002137,1.6659,21,1.00047,1,1.10013,0
6,20,PTEN,385,0.000385,1.67046,21,1.0,1,1.10178,0
6,20,TP53,18579,0.018579,1.92499,21,1.00032,1,1.22,0
6,21,APC,76,7.6e-05,1.50927,22,1.0,1,1.02919,0
6,21,BRCA1,1,1e-06,1.44251,22,1.0,1,0.999131,0
6,21,BRCA2,9,9e-06,1.44251,22,1.0,1,0.999132,0
6,21,EGFR,445,0.000445,1.57215,22,1.0,1,1.05756,0
6,21,Healthy,967421,0.967421,1.25772,22,0.0020105,0,0.759661,0
6,21,KRAS,693,0.000693,1.69793,22,1.0,1,1.11421,0
6,21,PIK3CA,2855,0.002855,1.66355,22,1.0014,1,1.09931,0
6,21,PTEN,504,0.000504,1.66817,22,1.0,1,1.10078,0
6,21,TP53,27996,0.027996,1.92421,22,1.00039,1,1.22153,0
6,22,APC,99,9.9e-05,1.507,23,1.0,1,1.02817,0
6,22,BRCA2,12,1.2e-05,1.44034,23,1.0,1,0.998156,0
6,22,EGFR,551,0.000551,1.56979,23,1.0,1,1.05652,0
6,22,Healthy,952100,0.9521,1.25583,23,0.00209012,0,0.755753,0
6,22,KRAS,955,0.000955,1.69537,23,1.0,1,1.11311,0
6,22,PIK3CA,3766,0.003766,1.6612,23,1.00239,1,1.09853,0
6,22,PTEN,693,0.000693,1.66588,23,1.0,1,1.09978,0
6,22,TP53,41824,0.041824,1.92342,23,1.00062,1,1.22397,0
6,23,APC,109,0.000109,1.50473,24,1.0,1,1.02715,0
6,23,BRCA2,15,1.5e-05,1.43817,24,1.0,1,0.997181,0
6,23,EGFR,714,0.000714,1.56743,24,1.0,1,1.05548,0
6,23,Healthy,929910,0.92991,1.25394,24,0.00208515,0,0.750464,0
6,23,KRAS,1225,0.001225,1.69282,24,1.0,1,1.11201,0
6,23,PIK3CA,4819,0.004819,1.65886,24,1.00104,1,1.09755,0
6,23,PTEN,878,0.000878,1.66359,24,1.0,1,1.09879,0
6,23,TP53,62330,0.06233,1.92264,24,1.00099,1,1.22775,0
6,24,APC,143,0.000143,1.50246,25,1.0,1,1.02614,0
6,24,BRCA2,7,7e-06,1.43601,25,1.0,1,0.996206,0
6,24,EGFR,824,0.000824,1.56507,25,1.0,1,1.05445,0
6,24,Healthy,897109,0.897109,1.25205,25,0.0022082,0,0.743067,0
6,24,KRAS,1640,0.00164,1.69027,25,1.00061,1,1.11101,0
6,24,PIK3CA,6265,0.006265,1.65652,25,1.0008,1,1.09676,0
6,24,PTEN,1117,0.001117,1.66131,25,1.0,1,1.09781,0
6,24,TP53,92894,0.092894,1.92185,25,1.00116,1,1.23353,0
6,24,TP53|APC,1,1e-06,2.30623,25,2.0,2,1.7378,0
6,25,APC,165,0.000165,1.5002,26,1.0,1,1.02512,0
6,25,BRCA2,8,8e-06,1.43385,26,1.0,1,0.995233,0
6,25,EGFR,943,0.000943,1.56271,26,1.0,1,1.05341,0
6,25,Healthy,851592,0.851592,1.25017,26,0.002291,0,0.733124,0
6,25,KRAS,2119,0.002119,1.68773,26,1.00047,1,1.10995,0
6,25,PIK3CA,7892,0.007892,1.65418,26,1.00114,1,1.09607,0
6,25,PTEN,1450,0.00145,1.65903,26,1.0,1,1.09685,0
6,25,TP53,135830,0.13583,1.92107,26,1.00135,1,1.24178,0
6,25,TP53|EGFR,1,1e-06,2.40134,26,2.0,2,1.7806,0
6,26,APC,188,0.000188,1.49794,27,1.0,1,1.02411,0
6,26,BRCA2,13,1.3e-05,1.43169,27,1.0,1,0.994263,0
6,26,EGFR,1118,0.001118,1.56036,27,1.0,1,1.05238,0
6,26,Healthy,791826,0.791826,1.24829,27,0.00230859,0,0.720325,0
6,26,KRAS,2521,0.002521,1.68519,27,1.00079,1,1.10892,0
6,26,PIK3CA,9554,0.009554,1.65184,27,1.00094,1,1.09533,0
6,26,PTEN,1813,0.001813,1.65675,27,1.0,1,1.0959,0
6,26,TP53,192962,0.192962,1.92029,27,1.00165,1,1.25289,0
6,26,TP53|EGFR,5,5e-06,2.40036,27,2.0,2,1.78016,0
6,27,APC,227,0.000227,1.49569,28,1.0,1,1.02311,0
6,27,BRCA1,1,1e-06,1.42953,28,1.0,1,0.99329,0
6,27,BRCA2,17,1.7e-05,1.42953,28,1.0,1,0.993293,0
6,27,EGFR,1277,0.001277,1.55801,28,1.0,1,1.05136,0
6,27,Healthy,714001,0.714001,1.24641,28,0.00249159,0,0.703933,0
6,27,KRAS,2960,0.00296,1.68265,28,1.00034,1,1.10782,0
6,27,PIK3CA,11387,0.011387,1.64951,28,1.00097,1,1.09465,0
6,27,PTEN,2191,0.002191,1.65448,28,1.00046,1,1.095,0
6,27,TP53,267926,0.267926,1.9195,28,1.00189,1,1.26755,0
6,27,TP53|BRCA2,1,1e-06,2.20077,28,2.0,2,1.69034,0
6,27,TP53|EGFR,12,1.2e-05,2.39938,28,2.0,2,1.77972,0
6,28,APC,222,0.000222,1.49344,29,1.0,1,1.02209,0
6,28,BRCA1,1,1e-06,1.42738,29,1.0,1,0.992321,0
6,28,BRCA2,14,1.4e-05,1.42738,29,1.0,1,0.992324,0
6,28,EGFR,1386,0.001386,1.55566,29,1.0,1,1.05033,0
6,28,Healthy,620746,0.620746,1.24453,29,0.00254855,0,0.684443,0
6,28,KRAS,3446,0.003446,1.68012,29,1.00087,1,1.10683,0
6,28,PIK3CA,13118,0.013118,1.64717,29,1.0013,1,1.09398,0
6,28,PTEN,2516,0.002516,1.65221,29,1.0004,1,1.09404,0
6,28,TP53,358529,0.358529,1.91872,29,1.00208,1,1.28534,0
6,28,TP53|BRCA2,3,3e-06,2.19987,29,2.0,2,1.68994,0
6,28,TP53|EGFR,18,1.8e-05,2.3984,29,2.0,2,1.77928,0
6,28,TP53|PIK3CA,1,1e-06,2.42755,29,2.0,2,1.7924,0
6,29,APC,238,0.000238,1.49119,30,1.0,1,1.02108,0
6,29,BRCA2,17,1.7e-05,1.42523,30,1.0,1,0.991357,0
6,29,EGFR,1496,0.001496,1.55332,30,1.0,1,1.04929,0
6,29,Healthy,515935,0.515935,1.24266,30,0.00264181,0,0.662646,0
6,29,KRAS,3784,0.003784,1.67758,30,1.00026,1,1.1057,0
6,29,PIK3CA,14216,0.014216,1.64485,30,1.00155,1,1.09318,0
6,29,PTEN,2727,0.002727,1.64994,30,1.0,1,1.09302,0
6,29,TP53,461549,0.461549,1.91794,30,1.00228,1,1.30561,0
6,29,TP53|BRCA2,1,1e-06,2.19897,30,2.0,2,1.68954,0
6,29,TP53|EGFR,32,3.2e-05,2.39742,30,2.0,2,1.77885,0
6,29,TP53|KRAS,1,1e-06,3.27591,30,2.0,2,2.17416,0
6,29,TP53|PIK3CA,4,4e-06,2.4266,30,2.0,2,1.79197,0
6,30,APC,228,0.000228,1.48894,31,1.0,1,1.02007,0
6,30,BRCA2,21,2.1e-05,1.42308,31,1.0,1,0.990392,0
6,30,EGFR,1491,0.001491,1.55098,31,1.0,1,1.04824,0
6,30,Healthy,410430,0.41043,1.24078,31,0.00259728,0,0.640698,0
6,30,KRAS,4078,0.004078,1.67506,31,1.00025,1,1.10462,0
6,30,PIK3CA,15058,0.015058,1.64252,31,1.00179,1,1.09233,0
6,30,PTEN,2825,0.002825,1.64768,31,1.0,1,1.09202,0
6,30,TP53,565798,0.565798,1.91716,31,1.0025,1,1.32613,0
6,30,TP53|APC,3,3e-06,2.30059,31,2.0,2,1.73526,0
6,30,TP53|BRCA2,1,1e-06,2.19807,31,2.0,2,1.68913,0
6,30,TP53|EGFR,57,5.7e-05,2.39644,31,2.0,2,1.77841,0
6,30,TP53|KRAS,3,3e-06,3.27463,31,2.0,2,2.17358,0
6,30,TP53|PIK3CA,7,7e-06,2.42565,31,2.0,2,1.79154,0
6,31,APC,213,0.000213,1.4867,32,1.0,1,1.01906,0
6,31,BRCA2,14,1.4e-05,1.42094,32,1.0,1,0.989425,0
6,31,EGFR,1417,0.001417,1.54864,32,1.0,1,1.04717,0
6,31,Healthy,310846,0.310846,1.23891,32,0.00271517,0,0.619952,0
6,31,KRAS,4185,0.004185,1.67253,32,1.0,1,1.10348,0
6,31,PIK3CA,15262,0.015262,1.6402,32,1.0019,1,1.09133,0
6,31,PTEN,2798,0.002798,1.64541,32,1.00036,1,1.09103,0
6,31,TP53,665158,0.665158,1.91637,32,1.00268,1,1.34567,0
6,31,TP53|APC,2,2e-06,2.29965,32,2.0,2,1.73484,0
6,31,TP53|EGFR,88,8.8e-05,2.39547,32,2.0,2,1.77798,0
6,31,TP53|KRAS,5,5e-06,3.27334,32,2.0,2,2.17301,0
6,31,TP53|PIK3CA,11,1.1e-05,2.4247,32,2.0,2,1.79112,0
6,31,TP53|PTEN,1,1e-06,2.48545,32,2.0,2,1.81845,0
6,32,APC,175,0.000175,1.48446,33,1.0,1,1.01804,0
6,32,BRCA2,6,6e-06,1.4188,33,1.0,1,0.98846,0
6,32,EGFR,1319,0.001319,1.54631,33,1.0,1,1.0461,0
6,32,Healthy,226751,0.226751,1.23705,33,0.0026593,0,0.602287,0
6,32,KRAS,4169,0.004169,1.67001,33,1.0,1,1.10234,0
6,32,PIK3CA,14647,0.014647,1.63788,33,1.00205,1,1.09018,0
6,32,PTEN,2698,0.002698,1.64315,33,1.00074,1,1.09003,0
6,32,TP53,750076,0.750076,1.91559,33,1.00298,1,1.36233,0
6,32,TP53|APC,5,5e-06,2.29871,33,2.0,2,1.73442,0
6,32,TP53|EGFR,116,0.000116,2.39449,33,2.0,2,1.77754,0
6,32,TP53|KRAS,12,1.2e-05,3.27206,33,2.0,2,2.17243,0
6,32,TP53|PIK3CA,25,2.5e-05,2.42375,33,2.0,2,1.79069,0
6,32,TP53|PTEN,1,1e-06,2.48453,33,2.0,2,1.81804,0
6,33,APC,134,0.000134,1.48222,34,1.0,1,1.01702,0
6,33,BRCA2,3,3e-06,1.41666,34,1.0,1,0.987497,0
6,33,EGFR,1176,0.001176,1.54398,34,1.0,1,1.04502,0
6,33,Healthy,159714,0.159714,1.23518,34,0.0027111,0,0.588046,0
6,33,KRAS,4050,0.00405,1.6675,34,1.0,1,1.10118,0
6,33,PIK3CA,13628,0.013628,1.63557,34,1.0022,1,1.08895,0
6,33,PTEN,2485,0.002485,1.6409,34,1.00121,1,1.08902,0
6,33,TP53,818564,0.818564,1.91481,34,1.00312,1,1.37569,0
6,33,TP53|APC,10,1e-05,2.29777,34,2.0,2,1.734,0
6,33,TP53|EGFR,169,0.000169,2.39351,34,2.0,2,1.77711,0
6,33,TP53|KRAS,26,2.6e-05,3.27078,34,2.0,2,2.17185,0
6,33,TP53|PIK3CA,41,4.1e-05,2.4228,34,2.0,2,1.79027,0
6,34,APC,95,9.5e-05,1.47998,35,1.0,1,1.01601,0
6,34,BRCA2,2,2e-06,1.41452,35,1.0,1,0.986536,0
6,34,EGFR,990,0.00099,1.54165,35,1.0,1,1.04394,0
6,34,Healthy,108869,0.108869,1.23332,35,0.00238819,0,0.577006,0
6,34,KRAS,3757,0.003757,1.66498,35,1.0,1,1.09999,0
6,34,PIK3CA,12378,0.012378,1.63325,35,1.00299,1,1.08774,0
6,34,PTEN,2217,0.002217,1.63864,35,1.00045,1,1.08788,0
6,34,TP53,871341,0.871341,1.91403,35,1.00332,1,1.38591,0
